_Input;_Num;_pageUrl;_resultNumber;_Source;_widgetName;City;Company;Display Sheet ;Id;Industry;Metro;Rank (copy);State L;State S;Url;Workers (bin);Growth;Metric Calculation;Rank;Rev;Revenue;Revenue (copy);Workers;Workers (copy);Yrs On List
;3610;http://www.inc.com/inc5000list/json/inc5000_2014.json;3610;Inc5000 Company List;Inc5000 Company List;Saginaw;Kremin;Company;23885;Manufacturing;Saginaw-Saginaw Township North MI;01/01/3610;Michigan;MI;kremin;20;89,8055;120571,652173913;3610;120571,652173913;2773148;2,77M;23;23;2
;4348;http://www.inc.com/inc5000list/json/inc5000_2014.json;4348;Inc5000 Company List;Inc5000 Company List;Buffalo;Bear Metal Works;Company;23962;Manufacturing;Buffalo-Niagara Falls NY;01/01/4348;New York;NY;bear-metal-works;20;63,2334;113818,181818182;4348;113818,181818182;2504000;2,50M;22;22;2
;1964;http://www.inc.com/inc5000list/json/inc5000_2014.json;1964;Inc5000 Company List;Inc5000 Company List;Rochester;LaserMax;Company;13531;Manufacturing;Rochester NY;01/01/1964;New York;NY;lasermax;60;207,0015;257337,841269841;1964;257337,841269841;16212284;16,21M;63;63;2
;1656;http://www.inc.com/inc5000list/json/inc5000_2014.json;1656;Inc5000 Company List;Inc5000 Company List;Richfield;Switchback Group;Company;23816;Manufacturing;Akron OH;01/01/1656;Ohio;OH;switchback-group;10;255,3611;324636,3125;1656;324636,3125;5194181;5,19M;16;16;2
;4825;http://www.inc.com/inc5000list/json/inc5000_2014.json;4825;Inc5000 Company List;Inc5000 Company List;Chagrin Falls;Mar-Bal;Company;24554;Manufacturing;Akron OH;01/01/4825;Ohio;OH;mar-bal;510;47,9163;127637,254901961;4825;127637,254901961;65095000;65,10M;510;510;2
;2784;http://www.inc.com/inc5000list/json/inc5000_2014.json;2784;Inc5000 Company List;Inc5000 Company List;Dayton;Prime Controls (Dayton OH);Company;24102;Manufacturing;Dayton OH;01/01/2784;Ohio;OH;prime-controls-dayton-oh;10;133,1215;209687,076923077;2784;209687,076923077;2725932;2,73M;13;13;2
;3272;http://www.inc.com/inc5000list/json/inc5000_2014.json;3272;Inc5000 Company List;Inc5000 Company List;Toledo;American Posts;Company;23734;Manufacturing;Toledo OH;01/01/3272;Ohio;OH;american-posts;20;104,6004;351078,608695652;3272;351078,608695652;8074808;8,07M;23;23;2
;4658;http://www.inc.com/inc5000list/json/inc5000_2014.json;4658;Inc5000 Company List;Inc5000 Company List;Oklahoma City;Evans Enterprises;Company;24287;Manufacturing;Oklahoma City OK;01/01/4658;Oklahoma;OK;evans-enterprises;290;53,0965;230898,804713805;4658;230898,804713805;68576945;68,58M;297;297;2
;3340;http://www.inc.com/inc5000list/json/inc5000_2014.json;3340;Inc5000 Company List;Inc5000 Company List;Pottstown;VideoRay;Company;5664;Manufacturing;Reading PA;01/01/3340;Pennsylvania;PA;videoray;40;100,621;287155,555555556;3340;287155,555555556;12922000;12,92M;45;45;2
;3760;http://www.inc.com/inc5000list/json/inc5000_2014.json;3760;Inc5000 Company List;Inc5000 Company List;Philipsburg;DiamondBack Automotive Accessories;Company;24347;Manufacturing;State College PA;01/01/3760;Pennsylvania;PA;diamondback-automotive-accessories;40;83,67;111172,6;3760;111172,6;4446904;4,45M;40;40;2
;3274;http://www.inc.com/inc5000list/json/inc5000_2014.json;3274;Inc5000 Company List;Inc5000 Company List;Fort Mill;Dynamic Design Solutions;Company;24351;Manufacturing;Lancaster SC;01/01/3274;South Carolina;SC;dynamic-design-solutions;40;104,4984;164523,80952381;3274;164523,80952381;6910000;6,91M;42;42;2
;3344;http://www.inc.com/inc5000list/json/inc5000_2014.json;3344;Inc5000 Company List;Inc5000 Company List;Lancaster;Fab Fours;Company;17602;Manufacturing;Lancaster SC;01/01/3344;South Carolina;SC;fab-fours;40;100,5619;179795,416666667;3344;179795,416666667;8630180;8,63M;48;48;2
;2049;http://www.inc.com/inc5000list/json/inc5000_2014.json;2049;Inc5000 Company List;Inc5000 Company List;Johnson City;Crown Laboratories;Company;24057;Manufacturing;Johnson City TN;01/01/2049;Tennessee;TN;crown-laboratories;170;197,165;90564,960893855;2049;90564,960893855;16211128;16,21M;179;179;2
;2279;http://www.inc.com/inc5000list/json/inc5000_2014.json;2279;Inc5000 Company List;Inc5000 Company List;Mosheim;Tevet;Company;23372;Manufacturing;Newport TN;01/01/2279;Tennessee;TN;tevet;10;170,7633;5130725,3125;2279;5130725,3125;82091605;82,09M;16;16;2
;3593;http://www.inc.com/inc5000list/json/inc5000_2014.json;3593;Inc5000 Company List;Inc5000 Company List;Pampa;W&W Fiberglass Tank;Company;6736;Manufacturing;Amarillo TX;01/01/3593;Texas;TX;ww-fiberglass-tank;80;90,3393;204633,465116279;3593;204633,465116279;17598478;17,60M;86;86;2
;2950;http://www.inc.com/inc5000list/json/inc5000_2014.json;2950;Inc5000 Company List;Inc5000 Company List;Austin;ClimbTech;Company;23980;Manufacturing;Austin;01/01/2950;Texas;TX;climbtech;10;122,2844;253493,333333333;2950;253493,333333333;3041920;3,04M;12;12;2
;2925;http://www.inc.com/inc5000list/json/inc5000_2014.json;2925;Inc5000 Company List;Inc5000 Company List;Irving;Circuitronics;Company;22274;Manufacturing;Dallas;01/01/2925;Texas;TX;circuitronics;60;123,9448;158923,538461538;2925;158923,538461538;10330030;10,33M;65;65;2
;2887;http://www.inc.com/inc5000list/json/inc5000_2014.json;2887;Inc5000 Company List;Inc5000 Company List;Price;Intermountain Electronics;Company;5896;Manufacturing;Price UT;01/01/2887;Utah;UT;intermountain-electronics;160;126,5365;418718,975609756;2887;418718,975609756;68669912;68,67M;164;164;2
;1636;http://www.inc.com/inc5000list/json/inc5000_2014.json;1636;Inc5000 Company List;Inc5000 Company List;Draper;Subzero Engineering;Company;23288;Manufacturing;Salt Lake City;01/01/1636;Utah;UT;subzero-engineering;0;260,2377;;1636;;9429145;9,43M;0;0;2
;1799;http://www.inc.com/inc5000list/json/inc5000_2014.json;1799;Inc5000 Company List;Inc5000 Company List;Milwaukee;Super Steel;Company;24191;Manufacturing;Milwaukee-Waukesha-West Allis WI;01/01/1799;Wisconsin;WI;super-steel;330;229,94;169846,306547619;1799;169846,306547619;57068359;57,07M;336;336;2
;3874;http://www.inc.com/inc5000list/json/inc5000_2014.json;3874;Inc5000 Company List;Inc5000 Company List;Port Washington;Allen Edmonds;Company;24364;Manufacturing;Milwaukee-Waukesha-West Allis WI;01/01/3874;Wisconsin;WI;allen-edmonds;980;79,433;147223,100303951;3874;147223,100303951;145309200;145,31M;987;987;2
;1595;http://www.inc.com/inc5000list/json/inc5000_2014.json;1595;Inc5000 Company List;Inc5000 Company List;San Francisco;Ustream;Company;23129;Media;San Francisco;01/01/1595;California;CA;ustream;170;267,03;123649,717514124;1595;123649,717514124;21886000;21,89M;177;177;2
;1190;http://www.inc.com/inc5000list/json/inc5000_2014.json;1190;Inc5000 Company List;Inc5000 Company List;Geneva;Clickin Moms;Company;23101;Media;Chicago;01/01/1190;Illinois;IL;clickin-moms;10;368,1602;362392,666666667;1190;362392,666666667;4348712;4,35M;12;12;2
;1582;http://www.inc.com/inc5000list/json/inc5000_2014.json;1582;Inc5000 Company List;Inc5000 Company List;Hasbrouck Heights;G3 Communications;Company;23593;Media;New York City;01/01/1582;New Jersey;NJ;g3-communications;30;269,781;115926,5625;1582;115926,5625;3709650;3,71M;32;32;2
;2795;http://www.inc.com/inc5000list/json/inc5000_2014.json;2795;Inc5000 Company List;Inc5000 Company List;New York;Northern Lights Post;Company;11471;Media;New York City;01/01/2795;New York;NY;northern-lights-post;40;132,2743;401098,682926829;2795;401098,682926829;16445046;16,45M;41;41;2
;2644;http://www.inc.com/inc5000list/json/inc5000_2014.json;2644;Inc5000 Company List;Inc5000 Company List;New York;UrbanDaddy;Company;21406;Media;New York City;01/01/2644;New York;NY;urbandaddy;150;141,7286;132687,913333333;2644;132687,913333333;19903187;19,90M;150;150;2
;2066;http://www.inc.com/inc5000list/json/inc5000_2014.json;2066;Inc5000 Company List;Inc5000 Company List;New York;TigerSpike;Company;21425;Media;New York City;01/01/2066;New York;NY;tigerspike;190;194,4633;87421,050505051;2066;87421,050505051;17309368;17,31M;198;198;2
;4626;http://www.inc.com/inc5000list/json/inc5000_2014.json;4626;Inc5000 Company List;Inc5000 Company List;Reston;Vubiquity;Company;24332;Media;Washington DC;01/01/4626;Virginia;VA;vubiquity;450;54,0464;653850,220264317;4626;653850,220264317;296848000;296,85M;454;454;2
;3978;http://www.inc.com/inc5000list/json/inc5000_2014.json;3978;Inc5000 Company List;Inc5000 Company List;Newport Beach;The Saywitz Company;Company;6031;Real Estate;Los Angeles;01/01/3978;California;CA;the-saywitz-company;30;75,6716;341043,233333333;3978;341043,233333333;10231297;10,23M;30;30;2
;2870;http://www.inc.com/inc5000list/json/inc5000_2014.json;2870;Inc5000 Company List;Inc5000 Company List;Irvine;Tom Ferry - Your Coach;Company;24435;Real Estate;Los Angeles;01/01/2870;California;CA;tom-ferry---your-coach;40;127,9517;220640;2870;220640;10590720;10,59M;48;48;2
;2346;http://www.inc.com/inc5000list/json/inc5000_2014.json;2346;Inc5000 Company List;Inc5000 Company List;Irvine;GRS Group;Company;23490;Real Estate;Los Angeles;01/01/2346;California;CA;grs-group;40;165,7645;314049,6875;2346;314049,6875;15074385;15,07M;48;48;2
;1777;http://www.inc.com/inc5000list/json/inc5000_2014.json;1777;Inc5000 Company List;Inc5000 Company List;Beverly Hills;Teles Properties;Company;23591;Real Estate;Los Angeles;01/01/1777;California;CA;teles-properties;350;233,2086;149308,445714286;1777;149308,445714286;52257956;52,26M;350;350;2
;2663;http://www.inc.com/inc5000list/json/inc5000_2014.json;2663;Inc5000 Company List;Inc5000 Company List;San Francisco;Pacific Union Real Estate;Company;24219;Real Estate;San Francisco;01/01/2663;California;CA;pacific-union-real-estate;640;140,9702;8557589,30495356;2663;8557589,30495356;5528202691;5.528,20M;646;646;2
;2088;http://www.inc.com/inc5000list/json/inc5000_2014.json;2088;Inc5000 Company List;Inc5000 Company List;Oldsmar;Nationwide Appraisal Network;Company;23318;Real Estate;Tampa;01/01/2088;Florida;FL;nationwide-appraisal-network;20;191,8386;381416,666666667;2088;381416,666666667;9154000;9,15M;24;24;2
;3536;http://www.inc.com/inc5000list/json/inc5000_2014.json;3536;Inc5000 Company List;Inc5000 Company List;Atlanta;Morris Hardwick Schneider & LandCastle Title;Company;24549;Real Estate;Atlanta;01/01/3536;Georgia;GA;morris-hardwick-schneider-landcastle-title;850;92,6119;87978,204705882;3536;87978,204705882;74781474;74,78M;850;850;2
;1607;http://www.inc.com/inc5000list/json/inc5000_2014.json;1607;Inc5000 Company List;Inc5000 Company List;Honolulu;Elite Pacific Properties;Company;23823;Real Estate;Honolulu HI;01/01/1607;Hawaii;HI;elite-pacific-properties;0;265,0319;930361,666666667;1607;930361,666666667;5582170;5,58M;6;6;2
;2694;http://www.inc.com/inc5000list/json/inc5000_2014.json;2694;Inc5000 Company List;Inc5000 Company List;Osterville;Robert Paul Properties;Company;23338;Real Estate;Barnstable Town MA;01/01/2694;Massachusetts;MA;robert-paul-properties;60;139,3495;153483,6;2694;153483,6;9976434;9,98M;65;65;2
;1483;http://www.inc.com/inc5000list/json/inc5000_2014.json;1483;Inc5000 Company List;Inc5000 Company List;Syosset;1st Equity Title & Closing Services;Company;23988;Real Estate;New York City;01/01/1483;New York;NY;1st-equity-title-closing-services;10;288,9314;217029,666666667;1483;217029,666666667;3255445;3,26M;15;15;2
;4430;http://www.inc.com/inc5000list/json/inc5000_2014.json;4430;Inc5000 Company List;Inc5000 Company List;New York;Select Office Suites;Company;24472;Real Estate;New York City;01/01/4430;New York;NY;select-office-suites;20;60,5059;298898,928571429;4430;298898,928571429;8369170;8,37M;28;28;2
;2473;http://www.inc.com/inc5000list/json/inc5000_2014.json;2473;Inc5000 Company List;Inc5000 Company List;Plain City;A2Z Field Services;Company;19691;Real Estate;Columbus OH;01/01/2473;Ohio;OH;a2z-field-services;120;154,413;333941,6796875;2473;333941,6796875;42744535;42,74M;128;128;2
;2127;http://www.inc.com/inc5000list/json/inc5000_2014.json;2127;Inc5000 Company List;Inc5000 Company List;Portland;JMA Properties;Company;23569;Real Estate;Portland OR;01/01/2127;Oregon;OR;jma-properties;0;187,6474;954344;2127;954344;2863032;2,86M;3;3;2
;2115;http://www.inc.com/inc5000list/json/inc5000_2014.json;2115;Inc5000 Company List;Inc5000 Company List;Bethlehem;DLP Realty;Company;23772;Real Estate;Allentown-Bethlehem-Easton PA-NJ;01/01/2115;Pennsylvania;PA;dlp-realty;30;189,0338;94116,625;2115;94116,625;3011732;3,01M;32;32;2
;1369;http://www.inc.com/inc5000list/json/inc5000_2014.json;1369;Inc5000 Company List;Inc5000 Company List;Gallatin;Reliant Realty;Company;23503;Real Estate;Nashville;01/01/1369;Tennessee;TN;reliant-realty;650;313,8869;29187,67381317;1369;29187,67381317;19059551;19,06M;653;653;2
;4798;http://www.inc.com/inc5000list/json/inc5000_2014.json;4798;Inc5000 Company List;Inc5000 Company List;Plano;Willow Bend Mortgage Company;Company;24065;Real Estate;Dallas;01/01/4798;Texas;TX;willow-bend-mortgage-company;100;48,7399;175465,064220183;4798;175465,064220183;19125692;19,13M;109;109;2
;4059;http://www.inc.com/inc5000list/json/inc5000_2014.json;4059;Inc5000 Company List;Inc5000 Company List;Plano;Capital Title of Texas;Company;24557;Real Estate;Dallas;01/01/4059;Texas;TX;capital-title-of-texas;270;72,9666;129043,010752688;4059;129043,010752688;36003000;36,00M;279;279;2
;1041;http://www.inc.com/inc5000list/json/inc5000_2014.json;1041;Inc5000 Company List;Inc5000 Company List;Charlottesville;Nest Realty;Company;23420;Real Estate;Charlottesville VA;01/01/1041;Virginia;VA;nest-realty;0;427,7425;854444,444444444;1041;854444,444444444;7690000;7,69M;9;9;2
;4010;http://www.inc.com/inc5000list/json/inc5000_2014.json;4010;Inc5000 Company List;Inc5000 Company List;Norfolk;ODUrent.com;Company;22663;Real Estate;Virginia Beach-Norfolk-Newport News VA-NC;01/01/4010;Virginia;VA;odurentcom;10;74,4377;212000;4010;212000;3180000;3,18M;15;15;2
;3415;http://www.inc.com/inc5000list/json/inc5000_2014.json;3415;Inc5000 Company List;Inc5000 Company List;Mesa;Helton & Co.;Company;23775;Retail;Phoenix;01/01/3415;Arizona;AZ;helton-co;10;97,6583;240546,416666667;3415;240546,416666667;2886557;2,89M;12;12;2
;1422;http://www.inc.com/inc5000list/json/inc5000_2014.json;1422;Inc5000 Company List;Inc5000 Company List;Scottsdale;Bell Sports Marketing;Company;23444;Retail;Phoenix;01/01/1422;Arizona;AZ;bell-sports-marketing;10;300,0602;334578,947368421;1422;334578,947368421;6357000;6,36M;19;19;2
;1253;http://www.inc.com/inc5000list/json/inc5000_2014.json;1253;Inc5000 Company List;Inc5000 Company List;Burbank;BH Cosmetics;Company;23198;Retail;Los Angeles;01/01/1253;California;CA;bh-cosmetics;40;346,5899;303485,555555556;1253;303485,555555556;13656850;13,66M;45;45;2
;2116;http://www.inc.com/inc5000list/json/inc5000_2014.json;2116;Inc5000 Company List;Inc5000 Company List;Thousand Oaks;iMarine USA;Company;23545;Retail;Oxnard-Thousand Oaks-Ventura CA;01/01/2116;California;CA;imarine-usa;0;188,7664;642820,6;2116;642820,6;3214103;3,21M;5;5;2
;2883;http://www.inc.com/inc5000list/json/inc5000_2014.json;2883;Inc5000 Company List;Inc5000 Company List;Pleasanton;Diablo Flooring;Company;24049;Retail;San Francisco;01/01/2883;California;CA;diablo-flooring;0;127,21;327100,666666667;2883;327100,666666667;2943906;2,94M;9;9;2
;4481;http://www.inc.com/inc5000list/json/inc5000_2014.json;4481;Inc5000 Company List;Inc5000 Company List;Millbrae;Self Edge;Company;24214;Retail;San Francisco;01/01/4481;California;CA;self-edge;20;58,3615;136030,636363636;4481;136030,636363636;2992674;2,99M;22;22;2
;2984;http://www.inc.com/inc5000list/json/inc5000_2014.json;2984;Inc5000 Company List;Inc5000 Company List;Miami;The Orchid Boutique;Company;23522;Retail;Miami;01/01/2984;Florida;FL;the-orchid-boutique;10;120,1512;185929,923076923;2984;185929,923076923;2417089;2,42M;13;13;2
;3197;http://www.inc.com/inc5000list/json/inc5000_2014.json;3197;Inc5000 Company List;Inc5000 Company List;Sarasota;JMX International;Company;22431;Retail;Sarasota-Bradenton-Venice FL;01/01/3197;Florida;FL;jmx-international;10;109,1407;274037,571428571;3197;274037,571428571;3836526;3,84M;14;14;2
;1177;http://www.inc.com/inc5000list/json/inc5000_2014.json;1177;Inc5000 Company List;Inc5000 Company List;Cicero;Hourglass Angel;Company;23240;Retail;Chicago;01/01/1177;Illinois;IL;hourglass-angel;10;371,9785;291016,3125;1177;291016,3125;4656261;4,66M;16;16;2
;1219;http://www.inc.com/inc5000list/json/inc5000_2014.json;1219;Inc5000 Company List;Inc5000 Company List;Hickory Hills;Pens N More;Company;23574;Retail;Chicago;01/01/1219;Illinois;IL;pens-n-more;30;358,9636;303984,566666667;1219;303984,566666667;9119537;9,12M;30;30;2
;2483;http://www.inc.com/inc5000list/json/inc5000_2014.json;2483;Inc5000 Company List;Inc5000 Company List;Michigan City;Peepers Reading Glasses;Company;24262;Retail;Michigan City-La Porte IN;01/01/2483;Indiana;IN;peepers-reading-glasses;10;153,4871;265146,466666667;2483;265146,466666667;3977197;3,98M;15;15;2
;1346;http://www.inc.com/inc5000list/json/inc5000_2014.json;1346;Inc5000 Company List;Inc5000 Company List;Kittery;The Clean Bedroom;Company;21937;Retail;Portland-South Portland-Biddeford ME;01/01/1346;Maine;ME;the-clean-bedroom;20;320,3488;187444,444444444;1346;187444,444444444;5061000;5,06M;27;27;2
;4773;http://www.inc.com/inc5000list/json/inc5000_2014.json;4773;Inc5000 Company List;Inc5000 Company List;Baltimore;Norris Automotive Group;Company;24501;Retail;Baltimore;01/01/4773;Maryland;MD;norris-automotive-group;390;49,506;646434,425641026;4773;646434,425641026;252109426;252,11M;390;390;2
;2682;http://www.inc.com/inc5000list/json/inc5000_2014.json;2682;Inc5000 Company List;Inc5000 Company List;Boston;Wayfair.com;Company;23983;Retail;Boston;01/01/2682;Massachusetts;MA;wayfaircom;1400;140,1361;654173,571428571;2682;654173,571428571;915843000;915,84M;1400;1400;2
;1755;http://www.inc.com/inc5000list/json/inc5000_2014.json;1755;Inc5000 Company List;Inc5000 Company List;Commerce Township;Wesley Berry Flowers;Company;20374;Retail;Detroit;01/01/1755;Michigan;MI;wesley-berry-flowers;100;237,5105;401760,24;1755;401760,24;40176024;40,18M;100;100;2
;1871;http://www.inc.com/inc5000list/json/inc5000_2014.json;1871;Inc5000 Company List;Inc5000 Company List;Minneapolis;Mainstream Boutique;Company;23999;Retail;Minneapolis;01/01/1871;Minnesota;MN;mainstream-boutique;190;219,1735;58164,430769231;1871;58164,430769231;11342064;11,34M;195;195;2
;1066;http://www.inc.com/inc5000list/json/inc5000_2014.json;1066;Inc5000 Company List;Inc5000 Company List;O'Fallon;ShedsForLessDirect.com;Company;23285;Retail;St. Louis MO-IL;01/01/1066;Missouri;MO;shedsforlessdirectcom;0;418,2258;1690592,33333333;1066;1690592,33333333;5071777;5,07M;3;3;2
;2716;http://www.inc.com/inc5000list/json/inc5000_2014.json;2716;Inc5000 Company List;Inc5000 Company List;Omaha;Red Zone Tickets;Company;24183;Retail;Omaha-Council Bluffs NE-IA;01/01/2716;Nebraska;NE;red-zone-tickets;0;137,9304;1263273,16666667;2716;1263273,16666667;7579639;7,58M;6;6;2
;1735;http://www.inc.com/inc5000list/json/inc5000_2014.json;1735;Inc5000 Company List;Inc5000 Company List;Whitestone;Berricle;Company;23558;Retail;New York City;01/01/1735;New York;NY;berricle;10;240,5123;271272,9;1735;271272,9;2712729;2,71M;10;10;2
;1749;http://www.inc.com/inc5000list/json/inc5000_2014.json;1749;Inc5000 Company List;Inc5000 Company List;New York;Decorplanet.com;Company;23566;Retail;New York City;01/01/1749;New York;NY;decorplanetcom;70;238,2204;259342,465753425;1749;259342,465753425;18932000;18,93M;73;73;2
;1855;http://www.inc.com/inc5000list/json/inc5000_2014.json;1855;Inc5000 Company List;Inc5000 Company List;Jamestown;RealTruck.com;Company;23938;Retail;Jamestown ND;01/01/1855;North Dakota;ND;realtruckcom;60;221,557;410426,47761194;1855;410426,47761194;27498574;27,50M;67;67;2
;3080;http://www.inc.com/inc5000list/json/inc5000_2014.json;3080;Inc5000 Company List;Inc5000 Company List;Merion Station;Fun and Function;Company;23956;Retail;Philadelphia;01/01/3080;Pennsylvania;PA;fun-and-function;0;115,1501;656503,75;3080;656503,75;2626015;2,63M;4;4;2
;1521;http://www.inc.com/inc5000list/json/inc5000_2014.json;1521;Inc5000 Company List;Inc5000 Company List;Hilton Head Island;Spartina 449;Company;23512;Retail;Hilton Head Island-Beaufort SC;01/01/1521;South Carolina;SC;spartina-449;20;281,0225;451991,964285714;1521;451991,964285714;12655775;12,66M;28;28;2
;1103;http://www.inc.com/inc5000list/json/inc5000_2014.json;1103;Inc5000 Company List;Inc5000 Company List;Orem;Vetora;Company;23121;Retail;Provo-Orem UT;01/01/1103;Utah;UT;vetora;20;403,6738;200750;1103;200750;5621000;5,62M;28;28;2
;3353;http://www.inc.com/inc5000list/json/inc5000_2014.json;3353;Inc5000 Company List;Inc5000 Company List;Lynnwood;Seattle Coffee Gear;Company;19751;Retail;Seattle;01/01/3353;Washington;WA;seattle-coffee-gear;40;100,0366;272727,875;3353;272727,875;13090938;13,09M;48;48;2
;4792;http://www.inc.com/inc5000list/json/inc5000_2014.json;4792;Inc5000 Company List;Inc5000 Company List;Phoenix;Blackstone Security;Company;24258;Security;Phoenix;01/01/4792;Arizona;AZ;blackstone-security;330;48,9183;21888,934911243;4792;21888,934911243;7398460;7,40M;338;338;2
;1700;http://www.inc.com/inc5000list/json/inc5000_2014.json;1700;Inc5000 Company List;Inc5000 Company List;Mountain View;AnchorFree;Company;23380;Security;San Jose;01/01/1700;California;CA;anchorfree;70;247,3451;383940,306666667;1700;383940,306666667;28795523;28,80M;75;75;2
;4500;http://www.inc.com/inc5000list/json/inc5000_2014.json;4500;Inc5000 Company List;Inc5000 Company List;Pompano Beach;IC Realtime;Company;24060;Security;Miami;01/01/4500;Florida;FL;ic-realtime;40;57,6985;384953,448979592;4500;384953,448979592;18862719;18,86M;49;49;2
;2228;http://www.inc.com/inc5000list/json/inc5000_2014.json;2228;Inc5000 Company List;Inc5000 Company List;Roswell;Paymetric;Company;23918;Security;Atlanta;01/01/2228;Georgia;GA;paymetric;80;175,8833;240753,94047619;2228;240753,94047619;20223331;20,22M;84;84;2
;2704;http://www.inc.com/inc5000list/json/inc5000_2014.json;2704;Inc5000 Company List;Inc5000 Company List;Albuquerque;CAaNES;Company;23893;Security;Albuquerque NM;01/01/2704;New Mexico;NM;caanes;20;138,3206;142251,523809524;2704;142251,523809524;2987282;2,99M;21;21;2
;3713;http://www.inc.com/inc5000list/json/inc5000_2014.json;3713;Inc5000 Company List;Inc5000 Company List;Phoenix;B2Gnow;Company;24542;Software;Phoenix;01/01/3713;Arizona;AZ;b2gnow;20;85,6187;156632,761904762;3713;156632,761904762;3289288;3,29M;21;21;2
;1029;http://www.inc.com/inc5000list/json/inc5000_2014.json;1029;Inc5000 Company List;Inc5000 Company List;Scottsdale;360 Cloud Solutions;Company;23353;Software;Phoenix;01/01/1029;Arizona;AZ;360-cloud-solutions;20;433,6858;103757,896551724;1029;103757,896551724;3008979;3,01M;29;29;2
;2139;http://www.inc.com/inc5000list/json/inc5000_2014.json;2139;Inc5000 Company List;Inc5000 Company List;Costa Mesa;GreenJobInterview;Company;23190;Software;Los Angeles;01/01/2139;California;CA;greenjobinterview;10;186,3941;165379,157894737;2139;165379,157894737;3142204;3,14M;19;19;2
;1307;http://www.inc.com/inc5000list/json/inc5000_2014.json;1307;Inc5000 Company List;Inc5000 Company List;Aliso Viejo;Alternative Technology Solutions;Company;23007;Software;Los Angeles;01/01/1307;California;CA;alternative-technology-solutions;50;330,1253;184968,037037037;1307;184968,037037037;9988274;9,99M;54;54;2
;1851;http://www.inc.com/inc5000list/json/inc5000_2014.json;1851;Inc5000 Company List;Inc5000 Company List;El Segundo;Velocify;Company;23833;Software;Los Angeles;01/01/1851;California;CA;velocify;130;221,6815;214594,202898551;1851;214594,202898551;29614000;29,61M;138;138;2
;2980;http://www.inc.com/inc5000list/json/inc5000_2014.json;2980;Inc5000 Company List;Inc5000 Company List;Gold River;Redtail Technology;Company;23961;Software;Sacramento--Arden-Arcade--Roseville CA;01/01/2980;California;CA;redtail-technology;50;120,5819;140608,865384615;2980;140608,865384615;7311661;7,31M;52;52;2
;4678;http://www.inc.com/inc5000list/json/inc5000_2014.json;4678;Inc5000 Company List;Inc5000 Company List;San Diego;Monk Development;Company;24349;Software;San Diego;01/01/4678;California;CA;monk-development;20;52,4331;106129,5;4678;106129,5;2334849;2,33M;22;22;2
;4300;http://www.inc.com/inc5000list/json/inc5000_2014.json;4300;Inc5000 Company List;Inc5000 Company List;San Diego;Productivity Associates;Company;24370;Software;San Diego;01/01/4300;California;CA;productivity-associates;110;64,6968;47288,644067797;4300;47288,644067797;5580060;5,58M;118;118;2
;1781;http://www.inc.com/inc5000list/json/inc5000_2014.json;1781;Inc5000 Company List;Inc5000 Company List;Santa Clara;Netronome;Company;23676;Software;San Jose;01/01/1781;California;CA;netronome;220;232,771;171781,127272727;1781;171781,127272727;37791848;37,79M;220;220;2
;1916;http://www.inc.com/inc5000list/json/inc5000_2014.json;1916;Inc5000 Company List;Inc5000 Company List;Boulder;Quick Left;Company;23048;Software;Boulder CO;01/01/1916;Colorado;CO;quick-left;20;212,7813;139000;1916;139000;3475000;3,48M;25;25;2
;2385;http://www.inc.com/inc5000list/json/inc5000_2014.json;2385;Inc5000 Company List;Inc5000 Company List;Denver;TrackVia;Company;23559;Software;Denver;01/01/2385;Colorado;CO;trackvia;40;161,6469;79384,476190476;2385;79384,476190476;3334148;3,33M;42;42;2
;3659;http://www.inc.com/inc5000list/json/inc5000_2014.json;3659;Inc5000 Company List;Inc5000 Company List;Washington;Jackson River;Company;24084;Software;Washington DC;01/01/3659;District of Columbia;DC;jackson-river;20;87,7574;141407,48;3659;141407,48;3535187;3,54M;25;25;2
;2671;http://www.inc.com/inc5000list/json/inc5000_2014.json;2671;Inc5000 Company List;Inc5000 Company List;Washington;Thycotic Software;Company;24218;Software;Washington DC;01/01/2671;District of Columbia;DC;thycotic-software;30;140,584;180777,342857143;2671;180777,342857143;6327207;6,33M;35;35;2
;3405;http://www.inc.com/inc5000list/json/inc5000_2014.json;3405;Inc5000 Company List;Inc5000 Company List;Orlando;BlueToad;Company;23807;Software;Orlando FL;01/01/3405;Florida;FL;bluetoad;20;98,0338;165301,344827586;3405;165301,344827586;4793739;4,79M;29;29;2
;3966;http://www.inc.com/inc5000list/json/inc5000_2014.json;3966;Inc5000 Company List;Inc5000 Company List;Marietta;Edgeware Computers;Company;24474;Software;Atlanta;01/01/3966;Georgia;GA;edgeware-computers;20;76,1282;153208,75;3966;153208,75;3677010;3,68M;24;24;2
;4052;http://www.inc.com/inc5000list/json/inc5000_2014.json;4052;Inc5000 Company List;Inc5000 Company List;Atlanta;SignUp4;Company;24430;Software;Atlanta;01/01/4052;Georgia;GA;signup4;60;73,0812;108905,272727273;4052;108905,272727273;7187748;7,19M;66;66;2
;3582;http://www.inc.com/inc5000list/json/inc5000_2014.json;3582;Inc5000 Company List;Inc5000 Company List;Atlanta;PowerPlan;Company;24149;Software;Atlanta;01/01/3582;Georgia;GA;powerplan;250;90,7819;343274,064;3582;343274,064;85818516;85,82M;250;250;2
