_Input;_Num;_pageUrl;_resultNumber;_Source;_widgetName;City;Company;Display Sheet ;Id;Industry;Metro;Rank (copy);State L;State S;Url;Workers (bin);Growth;Metric Calculation;Rank;Rev;Revenue;Revenue (copy);Workers;Workers (copy);Yrs On List
;1;http://www.inc.com/inc5000list/json/inc5000_2014.json;1;Inc5000 Company List;Inc5000 Company List;El Segundo;Fuhu;Company;22890;Consumer Products & Services;Los Angeles;#Error;California;CA;fuhu;220;158956,9106;861850,220264317;1;861850,220264317;195640000;195,64M;227;227;2
;2;http://www.inc.com/inc5000list/json/inc5000_2014.json;2;Inc5000 Company List;Inc5000 Company List;El Segundo;Quest Nutrition;Company;25747;Food & Beverage;Los Angeles;#Error;California;CA;quest-nutrition;190;57347,9246;432673,104712042;2;432673,104712042;82640563;82,64M;191;191;1
;3;http://www.inc.com/inc5000list/json/inc5000_2014.json;3;Inc5000 Company List;Inc5000 Company List;Arlington;Reliant Asset Management;Company;25643;Business Products & Services;Washington DC;#Error;Virginia;VA;reliant-asset-management;140;55460,1646;586734,496551724;3;586734,496551724;85076502;85,08M;145;145;1
;4;http://www.inc.com/inc5000list/json/inc5000_2014.json;4;Inc5000 Company List;Inc5000 Company List;Palo Alto;Superfish;Company;26098;Software;San Jose;#Error;California;CA;superfish;60;26042,963;569241,935483871;4;569241,935483871;35293000;35,29M;62;62;1
;5;http://www.inc.com/inc5000list/json/inc5000_2014.json;5;Inc5000 Company List;Inc5000 Company List;Maynard;Acacia Communications;Company;26182;Telecommunications;Boston;#Error;Massachusetts;MA;acacia-communications;90;20690,4578;844047,391304348;5;844047,391304348;77652360;77,65M;92;92;1
;6;http://www.inc.com/inc5000list/json/inc5000_2014.json;6;Inc5000 Company List;Inc5000 Company List;Auburn;Provider Power;Company;22913;Energy;Lewiston-Auburn ME;#Error;Maine;ME;provider-power;50;19876,5169;2759544,06;6;2759544,06;137977203;137,98M;50;50;2
;7;http://www.inc.com/inc5000list/json/inc5000_2014.json;7;Inc5000 Company List;Inc5000 Company List;South San Francisco;Crescendo Bioscience;Company;22937;Health;San Francisco;#Error;California;CA;crescendo-bioscience;120;18375,0693;211689,92248062;7;211689,92248062;27308000;27,31M;129;129;2
;8;http://www.inc.com/inc5000list/json/inc5000_2014.json;8;Inc5000 Company List;Inc5000 Company List;Scottsdale;Plexus Worldwide;Company;25413;Health;Phoenix;#Error;Arizona;AZ;plexus-worldwide;130;16457,6529;1229977,6;8;1229977,6;159897088;159,90M;130;130;1
;9;http://www.inc.com/inc5000list/json/inc5000_2014.json;9;Inc5000 Company List;Inc5000 Company List;Portland;Vacasa;Company;26079;Travel & Hospitality;Portland OR;#Error;Oregon;OR;vacasa;260;16192,061;99482,780303030;9;99482,780303030;26263454;26,26M;264;264;1
;10;http://www.inc.com/inc5000list/json/inc5000_2014.json;10;Inc5000 Company List;Inc5000 Company List;Wilmington;Go Energies;Company;25861;Energy;Wilmington NC;#Error;North Carolina;NC;go-energies;10;16006,8013;2986523,09090909;10;2986523,09090909;32851754;32,85M;11;11;1
;11;http://www.inc.com/inc5000list/json/inc5000_2014.json;11;Inc5000 Company List;Inc5000 Company List;Boulder;Minute Key;Company;25231;Consumer Products & Services;Boulder CO;#Error;Colorado;CO;minute-key;110;14588,3448;139664,061946903;11;139664,061946903;15782039;15,78M;113;113;1
;12;http://www.inc.com/inc5000list/json/inc5000_2014.json;12;Inc5000 Company List;Inc5000 Company List;Lenexa;Sainstore;Company;26450;Business Products & Services;Waterloo-Cedar Falls IA;#Error;Kansas;KS;sainstore;130;14086,513;142547,133333333;12;142547,133333333;19243863;19,24M;135;135;1
;13;http://www.inc.com/inc5000list/json/inc5000_2014.json;13;Inc5000 Company List;Inc5000 Company List;Jacksonville;The HCI Group;Company;22892;Health;Jacksonville FL;#Error;Florida;FL;the-hci-group;150;13230,9467;226033,607843137;13;226033,607843137;34583142;34,58M;153;153;2
;14;http://www.inc.com/inc5000list/json/inc5000_2014.json;14;Inc5000 Company List;Inc5000 Company List;Palmetto;Dynamic Dental Partners Group;Company;26223;Health;Sarasota-Bradenton-Venice FL;#Error;Florida;FL;dynamic-dental-partners-group;310;12895,5867;63268,162939297;14;63268,162939297;19802935;19,80M;313;313;1
;15;http://www.inc.com/inc5000list/json/inc5000_2014.json;15;Inc5000 Company List;Inc5000 Company List;Raleigh;Aseptia;Company;25021;Food & Beverage;Raleigh-Cary NC;#Error;North Carolina;NC;aseptia;150;12427,4225;87343,710691824;15;87343,710691824;13887650;13,89M;159;159;1
;16;http://www.inc.com/inc5000list/json/inc5000_2014.json;16;Inc5000 Company List;Inc5000 Company List;Honolulu;Asentra Health;Company;26535;Health;Honolulu HI;#Error;Hawaii;HI;asentra-health;30;12127,9133;601325,617647059;16;601325,617647059;20445071;20,45M;34;34;1
;17;http://www.inc.com/inc5000list/json/inc5000_2014.json;17;Inc5000 Company List;Inc5000 Company List;Los Angeles;American Solar Direct;Company;24632;Energy;Los Angeles;#Error;California;CA;american-solar-direct;430;11560,3538;119464,603211009;17;119464,603211009;52086567;52,09M;436;436;1
;18;http://www.inc.com/inc5000list/json/inc5000_2014.json;18;Inc5000 Company List;Inc5000 Company List;McLean;Prescient Edge;Company;26246;Government Services;Washington DC;#Error;Virginia;VA;prescient-edge;40;11497,7718;293219,285714286;18;293219,285714286;12315210;12,32M;42;42;1
;19;http://www.inc.com/inc5000list/json/inc5000_2014.json;19;Inc5000 Company List;Inc5000 Company List;Scottsdale;BlueSquare Resolutions;Company;22962;Financial Services;Phoenix;#Error;Arizona;AZ;bluesquare-resolutions;20;11488,6004;1718550,81481481;19;1718550,81481481;46400872;46,40M;27;27;2
;20;http://www.inc.com/inc5000list/json/inc5000_2014.json;20;Inc5000 Company List;Inc5000 Company List;Fairhope;BES Design/Build;Company;25398;Engineering;Daphne-Fairhope-Foley AL;#Error;Alabama;AL;bes-designbuild;40;11374,9136;268617,295454545;20;268617,295454545;11819161;11,82M;44;44;1
;21;http://www.inc.com/inc5000list/json/inc5000_2014.json;21;Inc5000 Company List;Inc5000 Company List;Austin;Simpler Trading;Company;25290;Financial Services;Austin;#Error;Texas;TX;simpler-trading;10;10522,6415;938333,333333333;21;938333,333333333;11260000;11,26M;12;12;1
;22;http://www.inc.com/inc5000list/json/inc5000_2014.json;22;Inc5000 Company List;Inc5000 Company List;Richmond;sweetFrog Premium Frozen Yogurt;Company;24803;Food & Beverage;Richmond VA;#Error;Virginia;VA;sweetfrog-premium-frozen-yogurt;790;10371,7994;43522,124050633;22;43522,124050633;34382478;34,38M;790;790;1
;23;http://www.inc.com/inc5000list/json/inc5000_2014.json;23;Inc5000 Company List;Inc5000 Company List;Tempe;Base Commerce;Company;25925;Financial Services;Phoenix;#Error;Arizona;AZ;base-commerce;10;10186,259;734094;23;734094;12479598;12,48M;17;17;1
;24;http://www.inc.com/inc5000list/json/inc5000_2014.json;24;Inc5000 Company List;Inc5000 Company List;Dallas;CPSG Partners;Company;25323;IT Services;Dallas;#Error;Texas;TX;cpsg-partners;100;9531,6371;167598,039215686;24;167598,039215686;17095000;17,10M;102;102;1
;25;http://www.inc.com/inc5000list/json/inc5000_2014.json;25;Inc5000 Company List;Inc5000 Company List;Tampa;MedHOK;Company;25679;Health;Tampa;#Error;Florida;FL;medhok;100;9109,1892;167029,411764706;25;167029,411764706;17037000;17,04M;102;102;1
;26;http://www.inc.com/inc5000list/json/inc5000_2014.json;26;Inc5000 Company List;Inc5000 Company List;Miami;Showroom Logic;Company;25524;Advertising & Marketing;Miami;#Error;Florida;FL;showroom-logic;90;8448,5785;149371,211111111;26;149371,211111111;13443409;13,44M;90;90;1
;27;http://www.inc.com/inc5000list/json/inc5000_2014.json;27;Inc5000 Company List;Inc5000 Company List;Morrisville;WeVeel;Company;25360;Consumer Products & Services;Dallas;#Error;Pennsylvania;PA;weveel;20;8239,8148;333592,592592593;27;333592,592592593;9007000;9,01M;27;27;1
;28;http://www.inc.com/inc5000list/json/inc5000_2014.json;28;Inc5000 Company List;Inc5000 Company List;Westlake Village;PackIt;Company;25764;Consumer Products & Services;Los Angeles;#Error;California;CA;packit;10;7877,9544;1187414,8;28;1187414,8;11874148;11,87M;10;10;1
;29;http://www.inc.com/inc5000list/json/inc5000_2014.json;29;Inc5000 Company List;Inc5000 Company List;Scottsdale;American Retirement Advisors;Company;25317;Financial Services;Phoenix;#Error;Arizona;AZ;american-retirement-advisors;0;7758,1594;1734561;29;1734561;13876488;13,88M;8;8;1
;30;http://www.inc.com/inc5000list/json/inc5000_2014.json;30;Inc5000 Company List;Inc5000 Company List;Indianapolis;HighPoint Global;Company;26342;Business Products & Services;Indianapolis IN;#Error;Indiana;IN;highpoint-global;200;7638,5408;479053,595;30;479053,595;95810719;95,81M;200;200;1
;31;http://www.inc.com/inc5000list/json/inc5000_2014.json;31;Inc5000 Company List;Inc5000 Company List;Columbia;AdKarma;Company;24949;Advertising & Marketing;Columbia MO;#Error;Missouri;MO;adkarma;30;7635,2397;403833,424242424;31;403833,424242424;13326503;13,33M;33;33;1
;32;http://www.inc.com/inc5000list/json/inc5000_2014.json;32;Inc5000 Company List;Inc5000 Company List;Berkeley Heights;Axtria;Company;25188;IT Services;New York City;#Error;New Jersey;NJ;axtria;170;7351,2959;50931,301136364;32;50931,301136364;8963909;8,96M;176;176;1
;33;http://www.inc.com/inc5000list/json/inc5000_2014.json;33;Inc5000 Company List;Inc5000 Company List;San Francisco;Dolls Kill;Company;25240;Retail;San Francisco;#Error;California;CA;dolls-kill;20;7055,6604;316041,666666667;33;316041,666666667;7585000;7,59M;24;24;1
;34;http://www.inc.com/inc5000list/json/inc5000_2014.json;34;Inc5000 Company List;Inc5000 Company List;New York;Centric Digital;Company;25357;Business Products & Services;New York City;#Error;New York;NY;centric-digital;140;6898,4173;128895,85;34;128895,85;18045419;18,05M;140;140;1
;35;http://www.inc.com/inc5000list/json/inc5000_2014.json;35;Inc5000 Company List;Inc5000 Company List;Troy;Retail Capital;Company;25522;Financial Services;Detroit;#Error;Michigan;MI;retail-capital;50;6861,3577;127515,618181818;35;127515,618181818;7013359;7,01M;55;55;1
;36;http://www.inc.com/inc5000list/json/inc5000_2014.json;36;Inc5000 Company List;Inc5000 Company List;Madison;Restore Health;Company;22949;Health;Madison WI;#Error;Wisconsin;WI;restore-health;60;6663,1769;111823,032786885;36;111823,032786885;6821205;6,82M;61;61;2
;37;http://www.inc.com/inc5000list/json/inc5000_2014.json;37;Inc5000 Company List;Inc5000 Company List;North Richland Hills;OpenRoad Lending;Company;25527;Financial Services;Dallas;#Error;Texas;TX;openroad-lending;50;6603,3722;167054,358490566;37;167054,358490566;8853881;8,85M;53;53;1
;38;http://www.inc.com/inc5000list/json/inc5000_2014.json;38;Inc5000 Company List;Inc5000 Company List;New Orleans;Pontchartrain Partners;Company;25755;Government Services;New Orleans-Metairie-Kenner LA;#Error;Louisiana;LA;pontchartrain-partners;20;6535,0538;421803,64;38;421803,64;10545091;10,55M;25;25;1
;39;http://www.inc.com/inc5000list/json/inc5000_2014.json;39;Inc5000 Company List;Inc5000 Company List;Chevy Chase;Team Extreme Marketing International;Company;25634;Consumer Products & Services;Washington DC;#Error;Maryland;MD;team-extreme-marketing-international;0;6369,1921;6772856;39;6772856;6772856;6,77M;1;1;1
;40;http://www.inc.com/inc5000list/json/inc5000_2014.json;40;Inc5000 Company List;Inc5000 Company List;Des Moines;Choice Energy;Company;25306;Energy;Des Moines-West Des Moines IA;#Error;Iowa;IA;choice-energy;0;6020,9548;5223592,25;40;5223592,25;20894369;20,89M;4;4;1
;41;http://www.inc.com/inc5000list/json/inc5000_2014.json;41;Inc5000 Company List;Inc5000 Company List;New York;ReviMedia;Company;26117;Advertising & Marketing;New York City;#Error;New York;NY;revimedia;20;5817,1289;248462,708333333;41;248462,708333333;5963105;5,96M;24;24;1
;42;http://www.inc.com/inc5000list/json/inc5000_2014.json;42;Inc5000 Company List;Inc5000 Company List;Pleasanton;SmartZip Analytics;Company;26490;Software;San Francisco;#Error;California;CA;smartzip-analytics;90;5811,3568;118709,895833333;42;118709,895833333;11396150;11,40M;96;96;1
;43;http://www.inc.com/inc5000list/json/inc5000_2014.json;43;Inc5000 Company List;Inc5000 Company List;Huntsville;Thompson Gray;Company;25659;Government Services;Huntsville AL;#Error;Alabama;AL;thompson-gray;40;5752,5251;293849,1875;43;293849,1875;14104761;14,10M;48;48;1
;44;http://www.inc.com/inc5000list/json/inc5000_2014.json;44;Inc5000 Company List;Inc5000 Company List;Norman;MCSG Technologies;Company;26179;IT Services;Oklahoma City OK;#Error;Oklahoma;OK;mcsg-technologies;140;5715,2859;52290,496598639;44;52290,496598639;7686703;7,69M;147;147;1
;45;http://www.inc.com/inc5000list/json/inc5000_2014.json;45;Inc5000 Company List;Inc5000 Company List;Tyler;Innovative Surveillance Solutions;Company;25965;Security;Tyler TX;#Error;Texas;TX;innovative-surveillance-solutions;20;5604,7826;512372,2;45;512372,2;10247444;10,25M;20;20;1
;46;http://www.inc.com/inc5000list/json/inc5000_2014.json;46;Inc5000 Company List;Inc5000 Company List;Madison;Nordic;Company;25677;Health;Madison WI;#Error;Wisconsin;WI;nordic;370;5593,0143;214802,385224274;46;214802,385224274;81410104;81,41M;379;379;1
;47;http://www.inc.com/inc5000list/json/inc5000_2014.json;47;Inc5000 Company List;Inc5000 Company List;Richmond;Michigan Realty Solutions;Company;25385;Real Estate;Detroit;#Error;Michigan;MI;michigan-realty-solutions;40;5530,8057;154453;47;154453;6178120;6,18M;40;40;1
;48;http://www.inc.com/inc5000list/json/inc5000_2014.json;48;Inc5000 Company List;Inc5000 Company List;Enon;Ohio Investments;Company;25931;Real Estate;Springfield OH;#Error;Ohio;OH;ohio-investments;10;5507,4529;1400543,82352941;48;1400543,82352941;23809245;23,81M;17;17;1
;49;http://www.inc.com/inc5000list/json/inc5000_2014.json;49;Inc5000 Company List;Inc5000 Company List;New York;Adore Me;Company;25654;Retail;New York City;#Error;New York;NY;adore-me;30;5505,55;187927,933333333;49;187927,933333333;5637838;5,64M;30;30;1
;50;http://www.inc.com/inc5000list/json/inc5000_2014.json;50;Inc5000 Company List;Inc5000 Company List;Sunrise;IQ Formulations;Company;26146;Health;Miami;#Error;Florida;FL;iq-formulations;30;5486,2116;236276;50;236276;8269660;8,27M;35;35;1
;51;http://www.inc.com/inc5000list/json/inc5000_2014.json;51;Inc5000 Company List;Inc5000 Company List;Chicago;MAX Digital;Company;26092;Software;Chicago;#Error;Illinois;IL;max-digital;30;5483,1298;205548,15625;51;205548,15625;6577541;6,58M;32;32;1
;52;http://www.inc.com/inc5000list/json/inc5000_2014.json;52;Inc5000 Company List;Inc5000 Company List;New Orleans;MaxHome;Company;25699;Construction;New Orleans-Metairie-Kenner LA;#Error;Louisiana;LA;maxhome;50;5438,9673;115858,58;52;115858,58;5792929;5,79M;50;50;1
;53;http://www.inc.com/inc5000list/json/inc5000_2014.json;53;Inc5000 Company List;Inc5000 Company List;Cranston;Alex and Ani;Company;17948;Retail;Providence-New Bedford-Fall River RI-MA;#Error;Rhode Island;RI;alex-and-ani;1100;5220,9165;208055,774864376;53;208055,774864376;230109687;230,11M;1106;1106;5
;54;http://www.inc.com/inc5000list/json/inc5000_2014.json;54;Inc5000 Company List;Inc5000 Company List;New York;Crowdtap;Company;25453;Advertising & Marketing;New York City;#Error;New York;NY;crowdtap;40;5217,2043;136121,586956522;54;136121,586956522;6261593;6,26M;46;46;1
;55;http://www.inc.com/inc5000list/json/inc5000_2014.json;55;Inc5000 Company List;Inc5000 Company List;Elgin;Compass Automation;Company;25107;Manufacturing;Chicago;#Error;Illinois;IL;compass-automation;30;5214,2331;190107,833333333;55;190107,833333333;5703235;5,70M;30;30;1
;56;http://www.inc.com/inc5000list/json/inc5000_2014.json;56;Inc5000 Company List;Inc5000 Company List;San Diego;Multifamily Utility;Company;25445;Real Estate;San Diego;#Error;California;CA;multifamily-utility;30;5196,0656;164491,257142857;56;164491,257142857;5757194;5,76M;35;35;1
;57;http://www.inc.com/inc5000list/json/inc5000_2014.json;57;Inc5000 Company List;Inc5000 Company List;Scottsdale;The Joint;Company;21041;Health;Phoenix;#Error;Arizona;AZ;the-joint;10;5139,4732;313582,473684211;57;313582,473684211;5958067;5,96M;19;19;3
;58;http://www.inc.com/inc5000list/json/inc5000_2014.json;58;Inc5000 Company List;Inc5000 Company List;San Francisco;Bizness Apps;Company;26233;Software;San Francisco;#Error;California;CA;bizness-apps;70;5078,5874;88267,542857143;58;88267,542857143;6178728;6,18M;70;70;1
;59;http://www.inc.com/inc5000list/json/inc5000_2014.json;59;Inc5000 Company List;Inc5000 Company List;Los Angeles;EcoSense Lighting;Company;25846;Manufacturing;Los Angeles;#Error;California;CA;ecosense-lighting;50;5059,1489;260406,728813559;59;260406,728813559;15363997;15,36M;59;59;1
;60;http://www.inc.com/inc5000list/json/inc5000_2014.json;60;Inc5000 Company List;Inc5000 Company List;San Diego;PhotoBin;Company;26043;Consumer Products & Services;San Diego;#Error;California;CA;photobin;60;5003,4376;104676,524590164;60;104676,524590164;6385268;6,39M;61;61;1
;61;http://www.inc.com/inc5000list/json/inc5000_2014.json;61;Inc5000 Company List;Inc5000 Company List;Fort Worth;PMG Worldwide;Company;25914;Advertising & Marketing;Dallas;#Error;Texas;TX;pmg-worldwide;40;5000,4026;131013,113636364;61;131013,113636364;5764577;5,76M;44;44;1
;62;http://www.inc.com/inc5000list/json/inc5000_2014.json;62;Inc5000 Company List;Inc5000 Company List;Englewood;Victor Securities;Company;21105;Financial Services;New York City;#Error;New Jersey;NJ;victor-securities;10;4897,024;341833,263157895;62;341833,263157895;6494832;6,49M;19;19;3
;63;http://www.inc.com/inc5000list/json/inc5000_2014.json;63;Inc5000 Company List;Inc5000 Company List;Irving;eLan Technologies;Company;24951;IT Services;Dallas;#Error;Texas;TX;elan-technologies;80;4863,7089;102803,988764045;63;102803,988764045;9149555;9,15M;89;89;1
;64;http://www.inc.com/inc5000list/json/inc5000_2014.json;64;Inc5000 Company List;Inc5000 Company List;Maple Glen;Centennial Lending Group;Company;25166;Financial Services;Philadelphia;#Error;Pennsylvania;PA;centennial-lending-group;40;4845,0294;4070478;64;4070478;166889598;166,89M;41;41;1
;65;http://www.inc.com/inc5000list/json/inc5000_2014.json;65;Inc5000 Company List;Inc5000 Company List;Brooklyn;Tough Mudder;Company;26157;Health;New York City;#Error;New York;NY;tough-mudder;140;4737,5104;754548,783216783;65;754548,783216783;107900476;107,90M;143;143;1
;66;http://www.inc.com/inc5000list/json/inc5000_2014.json;66;Inc5000 Company List;Inc5000 Company List;Laguna Niguel;Netcom3 Global;Company;21440;Software;Los Angeles;#Error;California;CA;netcom3-global;40;4724,7797;751452,2;66;751452,2;30058088;30,06M;40;40;3
;67;http://www.inc.com/inc5000list/json/inc5000_2014.json;67;Inc5000 Company List;Inc5000 Company List;Huntsville;Gideon Services;Company;26204;Government Services;Huntsville AL;#Error;Alabama;AL;gideon-services;0;4723,0413;7750756;67;7750756;23252268;23,25M;3;3;1
;68;http://www.inc.com/inc5000list/json/inc5000_2014.json;68;Inc5000 Company List;Inc5000 Company List;Washington;Viderity;Company;22983;Government Services;Washington DC;#Error;District of Columbia;DC;viderity;30;4722,8947;539029,411764706;68;539029,411764706;18327000;18,33M;34;34;2
;69;http://www.inc.com/inc5000list/json/inc5000_2014.json;69;Inc5000 Company List;Inc5000 Company List;Waltham;Affectiva;Company;25774;Software;Boston;#Error;Massachusetts;MA;affectiva;30;4676,4588;135612,702702703;69;135612,702702703;5017670;5,02M;37;37;1
;70;http://www.inc.com/inc5000list/json/inc5000_2014.json;70;Inc5000 Company List;Inc5000 Company List;Cambridge;AdHarmonics;Company;24877;Advertising & Marketing;Boston;#Error;Massachusetts;MA;adharmonics;40;4669,4024;1148233,625;70;1148233,625;45929345;45,93M;40;40;1
;71;http://www.inc.com/inc5000list/json/inc5000_2014.json;71;Inc5000 Company List;Inc5000 Company List;Miramar;Acordis International;Company;23088;IT Services;Miami;#Error;Florida;FL;acordis-international;20;4638,7226;214315,5;71;214315,5;6000834;6,00M;28;28;2
;72;http://www.inc.com/inc5000list/json/inc5000_2014.json;72;Inc5000 Company List;Inc5000 Company List;Sonoma;KRAVE Pure Foods;Company;26510;Food & Beverage;Napa CA;#Error;California;CA;krave-pure-foods;40;4632,0582;423521,575;72;423521,575;16940863;16,94M;40;40;1
;73;http://www.inc.com/inc5000list/json/inc5000_2014.json;73;Inc5000 Company List;Inc5000 Company List;Austin;Main Street Hub;Company;25018;Advertising & Marketing;Austin;#Error;Texas;TX;main-street-hub;170;4625,3168;52329,508571429;73;52329,508571429;9157664;9,16M;175;175;1
;74;http://www.inc.com/inc5000list/json/inc5000_2014.json;74;Inc5000 Company List;Inc5000 Company List;East Greenwich;First Point Power;Company;26093;Energy;Providence-New Bedford-Fall River RI-MA;#Error;Rhode Island;RI;first-point-power;0;4355,2259;5874750;74;5874750;23499000;23,50M;4;4;1
;75;http://www.inc.com/inc5000list/json/inc5000_2014.json;75;Inc5000 Company List;Inc5000 Company List;Scottsdale;Ethology;Company;26181;Advertising & Marketing;Phoenix;#Error;Arizona;AZ;ethology;60;4219,4187;137746,9375;75;137746,9375;8815804;8,82M;64;64;1
;76;http://www.inc.com/inc5000list/json/inc5000_2014.json;76;Inc5000 Company List;Inc5000 Company List;Brooklyn;Regal Wings;Company;22998;Travel & Hospitality;New York City;#Error;New York;NY;regal-wings;120;4146,4844;431388,888888889;76;431388,888888889;54355000;54,36M;126;126;2
;77;http://www.inc.com/inc5000list/json/inc5000_2014.json;77;Inc5000 Company List;Inc5000 Company List;Hopkinton;Solect Energy Development;Company;25843;Energy;Boston;#Error;Massachusetts;MA;solect-energy-development;20;4101,3374;542520,52173913;77;542520,52173913;12477972;12,48M;23;23;1
;78;http://www.inc.com/inc5000list/json/inc5000_2014.json;78;Inc5000 Company List;Inc5000 Company List;Burleson;Old Pro Roofing;Company;25910;Construction;Dallas;#Error;Texas;TX;old-pro-roofing;10;4076,4206;306076,8125;78;306076,8125;4897229;4,90M;16;16;1
;79;http://www.inc.com/inc5000list/json/inc5000_2014.json;79;Inc5000 Company List;Inc5000 Company List;Manhattan Beach;Clean Energy Experts;Company;25062;Advertising & Marketing;Los Angeles;#Error;California;CA;clean-energy-experts;50;4063,5937;114306,358490566;79;114306,358490566;6058237;6,06M;53;53;1
;80;http://www.inc.com/inc5000list/json/inc5000_2014.json;80;Inc5000 Company List;Inc5000 Company List;Pompano Beach;LogoUp.com;Company;25618;Retail;Miami;#Error;Florida;FL;logoupcom;30;4062,0098;250123,78125;80;250123,78125;8003961;8,00M;32;32;1
;81;http://www.inc.com/inc5000list/json/inc5000_2014.json;81;Inc5000 Company List;Inc5000 Company List;Washington;ANALYTICA;Company;25868;IT Services;Washington DC;#Error;District of Columbia;DC;analytica;20;4056,1632;536085,678571429;81;536085,678571429;15010399;15,01M;28;28;1
;82;http://www.inc.com/inc5000list/json/inc5000_2014.json;82;Inc5000 Company List;Inc5000 Company List;Austin;Phunware;Company;22919;Software;Austin;#Error;Texas;TX;phunware;130;4040,0382;168847,824427481;82;168847,824427481;22119065;22,12M;131;131;2
;83;http://www.inc.com/inc5000list/json/inc5000_2014.json;83;Inc5000 Company List;Inc5000 Company List;Redwood City;iCracked;Company;25510;Consumer Products & Services;San Francisco;#Error;California;CA;icracked;30;4033,2486;187585,897435897;83;187585,897435897;7315850;7,32M;39;39;1
;84;http://www.inc.com/inc5000list/json/inc5000_2014.json;84;Inc5000 Company List;Inc5000 Company List;Long Island City;BuyBackWorld;Company;25545;Consumer Products & Services;New York City;#Error;New York;NY;buybackworld;10;4011,2131;318445,076923077;84;318445,076923077;4139786;4,14M;13;13;1
;85;http://www.inc.com/inc5000list/json/inc5000_2014.json;85;Inc5000 Company List;Inc5000 Company List;Washington;Tahzoo;Company;25518;Advertising & Marketing;Washington DC;#Error;District of Columbia;DC;tahzoo;40;3946,3888;116190,816326531;85;116190,816326531;5693350;5,69M;49;49;1
;86;http://www.inc.com/inc5000list/json/inc5000_2014.json;86;Inc5000 Company List;Inc5000 Company List;Salt Lake City;Connexion Point;Company;24946;Health;Salt Lake City;#Error;Utah;UT;connexion-point;1250;3943,8155;14628,8424;86;14628,8424;18286053;18,29M;1250;1250;1
;87;http://www.inc.com/inc5000list/json/inc5000_2014.json;87;Inc5000 Company List;Inc5000 Company List;Fort Wayne;Meister Cook;Company;25892;Business Products & Services;Fort Wayne IN;#Error;Indiana;IN;meister-cook;0;3943,004;3853569;87;3853569;7707138;7,71M;2;2;1
;88;http://www.inc.com/inc5000list/json/inc5000_2014.json;88;Inc5000 Company List;Inc5000 Company List;Seattle;TUNE;Company;22933;Advertising & Marketing;Seattle;#Error;Washington;WA;tune;150;3939,4786;126028,5;88;126028,5;18904275;18,90M;150;150;2
;89;http://www.inc.com/inc5000list/json/inc5000_2014.json;89;Inc5000 Company List;Inc5000 Company List;Malvern;Constructure Management;Company;25880;Construction;Philadelphia;#Error;Pennsylvania;PA;constructure-management;20;3929,4614;1184562,35714286;89;1184562,35714286;33167746;33,17M;28;28;1
;90;http://www.inc.com/inc5000list/json/inc5000_2014.json;90;Inc5000 Company List;Inc5000 Company List;Lee's Summit;Pendo Management Group;Company;25212;Real Estate;Kansas City MO-KS;#Error;Missouri;MO;pendo-management-group;10;3877,8706;605119,357142857;90;605119,357142857;8471671;8,47M;14;14;1
;91;http://www.inc.com/inc5000list/json/inc5000_2014.json;91;Inc5000 Company List;Inc5000 Company List;St. Louis;Gemini Consulting & Services;Company;25460;IT Services;St. Louis MO-IL;#Error;Missouri;MO;gemini-consulting-services;40;3869,7686;143770,022222222;91;143770,022222222;6469651;6,47M;45;45;1
;92;http://www.inc.com/inc5000list/json/inc5000_2014.json;92;Inc5000 Company List;Inc5000 Company List;Boston;Next Step Living;Company;22952;Energy;Boston;#Error;Massachusetts;MA;next-step-living;760;3859,6587;75928,010471204;92;75928,010471204;58009000;58,01M;764;764;2
;93;http://www.inc.com/inc5000list/json/inc5000_2014.json;93;Inc5000 Company List;Inc5000 Company List;Beverly Hills;FastPay;Company;25047;Financial Services;Los Angeles;#Error;California;CA;fastpay;20;3824,8721;194691,769230769;93;194691,769230769;5061986;5,06M;26;26;1
;94;http://www.inc.com/inc5000list/json/inc5000_2014.json;94;Inc5000 Company List;Inc5000 Company List;Jacksonville;Early Upgrade;Company;26166;Consumer Products & Services;Jacksonville FL;#Error;Florida;FL;early-upgrade;0;3745,689;3011469,33333333;94;3011469,33333333;18068816;18,07M;6;6;1
;95;http://www.inc.com/inc5000list/json/inc5000_2014.json;95;Inc5000 Company List;Inc5000 Company List;Farmington Hills;Yochana IT Solutions;Company;25745;IT Services;Detroit;#Error;Michigan;MI;yochana-it-solutions;90;3694,0309;62636,5;95;62636,5;5637285;5,64M;90;90;1
;96;http://www.inc.com/inc5000list/json/inc5000_2014.json;96;Inc5000 Company List;Inc5000 Company List;Falls Church;American Care Partners;Company;25698;Health;Washington DC;#Error;Virginia;VA;american-care-partners;190;3656,7915;34272,895833333;96;34272,895833333;6580396;6,58M;192;192;1
;97;http://www.inc.com/inc5000list/json/inc5000_2014.json;97;Inc5000 Company List;Inc5000 Company List;Berwyn;Prepay Nation;Company;25126;Financial Services;Philadelphia;#Error;Pennsylvania;PA;prepay-nation;10;3637,1336;11091476,3;97;11091476,3;110914763;110,91M;10;10;1
;98;http://www.inc.com/inc5000list/json/inc5000_2014.json;98;Inc5000 Company List;Inc5000 Company List;The Colony;PEG Bandwidth;Company;25287;Telecommunications;Dallas;#Error;Texas;TX;peg-bandwidth;110;3612,7746;286047,330434783;98;286047,330434783;32895443;32,90M;115;115;1
